"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_facetest_response","correct_instructions","correct_sexrating_response","count_blank100","count_exemplarsequence","count_experiment","count_exposure","count_exposuresequence","count_faceexpose","count_facetest","count_facetest_response","count_instructions","count_logger","count_notes","count_sexrating","count_sexrating_response","count_test","count_testinstructions","datetime","description","disable_garbage_collection","experiment_file","experiment_path","faceno","fname","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_exposure","logfile","mouse_backend","opensesame_codename","opensesame_version","phase","repeat_cycle","response","response_facetest_response","response_instructions","response_sexrating_response","response_testinstructions","response_time","response_time_facetest_response","response_time_instructions","response_time_sexrating_response","response_time_testinstructions","round_decimals","sampler_backend","shifttype","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_blank100","time_exemplarsequence","time_experiment","time_exposure","time_exposuresequence","time_faceexpose","time_facetest","time_facetest_response","time_instructions","time_logger","time_notes","time_sexrating","time_sexrating_response","time_test","time_testinstructions","title","total_correct","total_response_time","total_responses","transparent_variables","type","uniform_coordinates","width","xshift","yshift"
"undefined","undefined","652","652","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","0","NA","0","0","0","0","NA","NA","0","0","0","0","0","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","1","010-8.png","no","mono","no","18","no","black","no","no","1080","legacy","0","0","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","652","NA","1401","652","NA","2","legacy","vertical","1024","2","48000","-16","experiment","13","odd","legacy","2113","NA","652","2060","2110","2215","NA","NA","659","3870","NA","3217","3218","NA","NA","Feature Shift Prototypes","0","652","1","no","NA","no","1920","0","-8"
"undefined","undefined","327","327","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","1","NA","0","0","1","1","NA","NA","0","1","0","1","1","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","8","0880.png","no","mono","no","18","no","black","no","no","1080","legacy","1","1","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","3","NA","space","3","NA","2","NA","1401","2","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","13","odd","legacy","4010","NA","652","2060","4007","4113","NA","NA","659","5119","NA","5115","5116","NA","NA","Feature Shift Prototypes","0","654","2","no","NA","no","1920","8","0"
"undefined","undefined","218.666666667","218.666666667","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","2","NA","0","0","2","2","NA","NA","0","2","0","2","2","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","2","02-80.png","no","mono","no","18","no","black","no","no","1080","legacy","2","2","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","2","NA","1401","2","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","13","odd","legacy","5213","NA","652","2060","5210","5315","NA","NA","659","6321","NA","6318","6319","NA","NA","Feature Shift Prototypes","0","656","3","no","NA","no","1920","-8","0"
"undefined","undefined","297.5","297.5","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","3","NA","0","0","3","3","NA","NA","0","3","0","3","3","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","6","0680.png","no","mono","no","18","no","black","no","no","1080","legacy","3","3","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","534","NA","1401","534","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","13","odd","legacy","6412","NA","652","2060","6409","6514","NA","NA","659","8052","NA","7518","7518","NA","NA","Feature Shift Prototypes","0","1190","4","no","NA","no","1920","8","0"
"undefined","undefined","365.4","365.4","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","4","NA","0","0","4","4","NA","NA","0","4","0","4","4","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","3","0308.png","no","mono","no","18","no","black","no","no","1080","legacy","4","4","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","3","NA","space","3","NA","637","NA","1401","637","NA","2","legacy","vertical","1024","2","48000","-16","experiment","13","odd","legacy","8134","NA","652","2060","8131","8236","NA","NA","659","9877","NA","9239","9240","NA","NA","Feature Shift Prototypes","0","1827","5","no","NA","no","1920","0","8"
"undefined","undefined","392.666666667","392.666666667","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","5","NA","0","0","5","5","NA","NA","0","5","0","5","5","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","7","0708.png","no","mono","no","18","no","black","no","no","1080","legacy","5","5","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","529","NA","1401","529","NA","2","legacy","vertical","1024","2","48000","-16","experiment","13","odd","legacy","9979","NA","652","2060","9976","10081","NA","NA","659","11613","NA","11084","11084","NA","NA","Feature Shift Prototypes","0","2356","6","no","NA","no","1920","0","8"
"undefined","undefined","411.142857143","411.142857143","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","6","NA","0","0","6","6","NA","NA","0","6","0","6","6","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","4","0480.png","no","mono","no","18","no","black","no","no","1080","legacy","6","6","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","4","NA","space","4","NA","522","NA","1401","522","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","13","odd","legacy","11695","NA","652","2060","11692","11797","NA","NA","659","13322","NA","12799","12800","NA","NA","Feature Shift Prototypes","0","2878","7","no","NA","no","1920","8","0"
"undefined","undefined","360","360","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","7","NA","0","0","7","7","NA","NA","0","7","0","7","7","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","6","06-80.png","no","mono","no","18","no","black","no","no","1080","legacy","7","7","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","3","NA","space","3","NA","2","NA","1401","2","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","13","odd","legacy","13411","NA","652","2060","13408","13515","NA","NA","659","14520","NA","14517","14518","NA","NA","Feature Shift Prototypes","0","2880","8","no","NA","no","1920","-8","0"
"undefined","undefined","371.777777778","371.777777778","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","8","NA","0","0","8","8","NA","NA","0","8","0","8","8","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","2","02-80.png","no","mono","no","18","no","black","no","no","1080","legacy","8","8","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","5","NA","space","5","NA","466","NA","1401","466","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","13","odd","legacy","14610","NA","652","2060","14607","14712","NA","NA","659","16181","NA","15714","15714","NA","NA","Feature Shift Prototypes","0","3346","9","no","NA","no","1920","-8","0"
"undefined","undefined","557.1","557.1","white","no","legacy","legacy","legacy","0","relative","undefined","NA","undefined","undefined","9","NA","0","0","9","9","NA","NA","0","9","0","9","9","0","0","Thu 31 Oct 2019 11:45:00 GMT","","yes","facialproto_short.osexp","/home/andy/svn/rmip/docs/openseslib","6","06-80.png","no","mono","no","18","no","black","no","no","1080","legacy","9","9","/home/andy/svn/rmip/docs/openseslib/subject-13.csv","legacy","Kafkaesque Koffka","3.2.7","exposure","0","3","NA","space","3","NA","2225","NA","1401","2225","NA","2","legacy","horizontal","1024","2","48000","-16","experiment","13","odd","legacy","16300","NA","652","2060","16297","16403","NA","NA","659","19631","NA","17405","17406","NA","NA","Feature Shift Prototypes","0","5571","10","no","NA","no","1920","-8","0"
