Subject,Experiment,Sex,Age,StimCond,OutcomeCond,RespCond,Running,Congruency,Load,Stimulus,Outcome,Resp,RT,Acc,Points,Discard,Error
1,OR-priming-faces,female,20,1,1,1,PracticeTraining,NA,NA,S2,O2,R1,1894,0,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTraining,NA,NA,S1,O1,R2,1307,0,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTraining,NA,NA,S1,O1,R1,1162,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTraining,NA,NA,S2,O2,R2,1712,1,2,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,2208,1,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,1011,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,552,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,697,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,477,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,502,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,703,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,525,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,499,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,664,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,582,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,459,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,493,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,495,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,656,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,460,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,455,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,460,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,785,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,502,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,464,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,428,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,409,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,374,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,468,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,508,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,406,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,1132,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,353,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,410,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,378,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,492,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,807,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,418,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,479,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,451,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,462,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,427,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R1,435,0,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,447,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,487,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,411,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,391,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,496,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,457,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,561,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,452,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,427,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,499,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,953,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,448,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,479,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,483,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,488,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,456,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,425,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,535,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,486,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,681,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,439,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,540,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,486,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,907,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,512,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,446,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,356,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,1097,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,325,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,520,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,461,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,483,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,368,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,430,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,425,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R1,393,0,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,965,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,463,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,437,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,906,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,357,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R2,1485,0,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,525,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R2,403,0,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,557,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,462,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,527,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,938,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,419,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,443,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,471,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,627,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,442,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,783,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,395,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,449,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,413,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,424,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,386,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,450,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,487,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,729,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,449,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,422,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,592,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,471,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,555,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,477,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,384,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,389,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,437,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,521,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,428,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,429,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,353,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,635,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,373,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,457,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,1043,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,997,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,469,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,501,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,475,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,474,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,423,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,472,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,437,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,464,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,476,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,470,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,438,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,490,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,424,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,468,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,369,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,490,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,462,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,490,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,704,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,510,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,570,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,492,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,914,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,622,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,1064,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,455,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,485,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,689,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,447,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,448,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,449,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,503,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,447,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,479,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,467,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,409,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,422,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,407,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,534,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,725,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,426,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,1169,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,507,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,374,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,328,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,467,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,1383,1,4,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,394,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,582,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,524,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,398,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,1017,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,374,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,552,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,410,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,479,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,430,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,1016,1,5,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,359,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,427,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,388,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,439,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,647,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,498,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,473,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,457,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,401,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,362,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,984,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,361,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,345,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,417,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,655,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,747,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,533,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,419,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,379,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,434,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,1567,1,3,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,447,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,827,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,415,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,559,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,423,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,447,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,467,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,536,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,390,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,455,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,669,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,516,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,563,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,706,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,701,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,556,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,853,1,6,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,428,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,611,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,580,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,554,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,556,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,437,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,587,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,455,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,734,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,357,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,454,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,623,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,344,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,344,1,9,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,619,1,7,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,413,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,464,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,580,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,507,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,518,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,489,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S1,O1,R1,430,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,482,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R1,383,0,0,NA,NA
1,OR-priming-faces,female,20,1,1,1,Training,NA,NA,S2,O2,R2,521,1,8,NA,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Incongruent,NoLoad,S2,O1,NA,NA,NA,NA,TRUE,OutcomeResp
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Incongruent,Load,S2,O1,R1,643,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Incongruent,Load,S1,O2,R2,414,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Congruent,NoLoad,S2,O2,R2,991,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Congruent,Load,S2,O2,R2,542,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Incongruent,NoLoad,S1,O2,R2,2732,1,NA,TRUE,TooSlow
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Congruent,Load,S1,O1,R1,501,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,PracticeTest,Congruent,NoLoad,S1,O1,R1,1242,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,NoLoad,S1,O1,R1,684,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,Load,S1,O1,R1,371,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,NoLoad,S2,O1,R1,907,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,Load,S2,O1,R1,659,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,NoLoad,S2,O2,R2,453,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,Load,S2,O2,R2,969,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,NoLoad,S1,O2,R2,701,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,Load,S1,O2,R2,535,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,Load,S2,O1,R1,627,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,NoLoad,S2,O2,R2,419,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,Load,S1,O2,R2,446,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,NoLoad,S2,O1,R1,528,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,Load,S2,O2,NA,NA,NA,NA,TRUE,FaceResp
1,OR-priming-faces,female,20,1,1,1,Test,Incongruent,NoLoad,S1,O2,R2,650,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,Load,S1,O1,R1,788,1,NA,FALSE,NA
1,OR-priming-faces,female,20,1,1,1,Test,Congruent,NoLoad,S1,O1,R1,518,1,NA,FALSE,NA
