Subject,Experiment,Sex,Age,StimCond,OutcomeCond,RespCond,Running,Congruency,Load,Stimulus,Outcome,Resp,RT,Acc,Points,Discard,Error
43,OR-priming-faces,female,21,1,2,1,PracticeTest,Incongruent,Load,S1,O2,R1,4257,0,NA,TRUE,TooSlow
43,OR-priming-faces,female,21,1,2,1,PracticeTest,Congruent,Load,S1,O1,NA,NA,NA,NA,TRUE,OutcomeResp
43,OR-priming-faces,female,21,1,2,1,PracticeTest,Incongruent,NoLoad,S2,O1,R2,724,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,PracticeTest,Congruent,NoLoad,S1,O1,R1,449,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,PracticeTest,Incongruent,NoLoad,S1,O2,R1,1122,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,PracticeTest,Incongruent,Load,S2,O1,R2,792,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,PracticeTest,Congruent,Load,S2,O2,R2,588,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S2,O2,R2,558,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S1,O2,R1,548,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S2,O1,R2,590,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S2,O1,R2,719,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S1,O1,R1,619,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S1,O1,R1,629,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S1,O2,R1,919,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S2,O2,R2,417,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S2,O2,R2,686,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S1,O2,NA,NA,NA,NA,TRUE,OutcomeResp
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S1,O1,R1,934,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S2,O1,R2,814,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S2,O1,R2,495,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S1,O2,R1,724,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S1,O1,R1,650,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S2,O2,R2,450,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S1,O2,R1,602,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S2,O2,R2,686,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S2,O1,R2,958,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S2,O1,R2,657,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S2,O2,R2,536,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S1,O1,R1,684,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S1,O2,R1,447,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S1,O1,R1,537,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S1,O2,R2,804,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S2,O1,R2,655,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,Load,S1,O2,R1,706,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S1,O1,R1,481,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S1,O2,R1,621,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S1,O1,R1,631,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,NoLoad,S2,O2,R2,468,1,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Incongruent,NoLoad,S2,O1,R2,581,0,NA,FALSE,NA
43,OR-priming-faces,female,21,1,2,1,Test,Congruent,Load,S2,O2,R2,596,1,NA,FALSE,NA
44,OR-priming-faces,female,19,1,1,2,PracticeTraining,NA,NA,S1,O1,R2,1186,0,0,NA,NA
44,OR-priming-faces,female,19,1,1,2,PracticeTraining,NA,NA,S1,O1,R1,1107,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,PracticeTraining,NA,NA,S2,O2,R2,766,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,PracticeTraining,NA,NA,S2,O2,R2,723,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,1069,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,738,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,1132,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,837,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,663,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,637,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,1418,1,3,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,1441,1,3,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,611,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,466,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,578,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,694,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,777,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,630,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,563,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,538,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,808,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,585,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,646,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,521,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,611,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,606,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,644,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,849,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,564,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,436,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,680,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,546,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,826,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,444,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,376,1,9,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,550,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,435,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,414,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,588,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,456,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,699,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,465,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,431,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,753,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,657,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,526,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,697,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,808,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,691,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,658,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R1,613,0,0,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,750,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,719,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,585,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,490,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,447,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,489,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,835,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,659,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,641,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,737,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,499,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,672,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,558,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,601,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,703,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,555,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,414,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,584,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,687,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,816,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,415,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,547,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,1037,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,596,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,501,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,570,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,666,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,662,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,752,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,513,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,493,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,532,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,786,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,1586,1,3,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,601,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,544,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,1538,1,3,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,634,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,483,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,402,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,841,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,546,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,385,1,9,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,722,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,397,1,9,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,1101,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,543,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,422,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,492,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,665,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,420,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,811,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,509,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,642,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,1132,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,414,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,592,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,574,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,833,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,509,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,751,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,494,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,757,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,823,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,732,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,710,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,474,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,525,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,701,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,568,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,609,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,496,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,407,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,1191,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,646,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,525,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,544,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,522,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,452,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,798,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,468,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,597,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,389,1,9,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,803,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,395,1,9,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,473,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,591,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,678,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,660,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,458,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,1011,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,410,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,410,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,656,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,456,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,484,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,480,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,813,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,478,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,714,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,677,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,915,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,534,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,639,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,699,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,825,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,591,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,503,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,531,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,717,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,745,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,549,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,629,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,1830,1,1,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,634,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,522,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,658,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,1024,1,5,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,535,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,586,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,555,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,559,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,688,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,465,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,461,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,484,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,507,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,583,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,685,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,680,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,606,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,502,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,424,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,898,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,683,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,662,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,458,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,538,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,420,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,664,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,514,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,864,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,703,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,776,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,675,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,845,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,547,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,861,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,820,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,897,1,6,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,613,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,616,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,545,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,661,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,547,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,470,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,509,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,586,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,514,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,484,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,577,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,639,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,791,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,750,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,603,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,471,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,597,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,740,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,390,1,9,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,512,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,547,1,8,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,700,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S1,O1,R1,708,1,7,NA,NA
44,OR-priming-faces,female,19,1,1,2,Training,NA,NA,S2,O2,R2,584,1,8,NA,NA
