"ID","sex","native","blind","hours","job","income","education"
573,"male","native","no",25,"private",144614,"grade-school"
574,"male","native",NA,NA,NA,4590,"grade-school"
575,"female","native","no",NA,NA,19570,"high-school"
576,"male","native",NA,NA,NA,9257,"grade-school"
577,"male","native","no",NA,"private",10129,"high-school"
578,"female","native","no",NA,NA,9233,"high-school"
579,"female","native","no",NA,NA,33480,"high-school"
580,"female","native","no",40,"private",348453,"high-school"
581,"female","native","no",45,"private",432946,"master"
582,"female","native",NA,NA,NA,87920,"grade-school"
583,"female","native","no",NA,NA,97995,"high-school"
584,"female","native","no",NA,NA,23482,"high-school"
585,"male","native","no",40,"private",37958,"grade-school"
586,"female","foreign","no",NA,NA,6286,"grade-school"
587,"female","native","no",40,"charity",21731,"high-school"
588,"female","native","no",30,"private",90376,"high-school"
589,"female","native","no",50,"private",67239,"high-school"
590,"male","native","no",40,"private",454220,"high-school"
591,"female","native","no",20,"private",52244,"bachelor"
592,"female","native","no",NA,"private",77501,"high-school"
593,"male","native","no",40,"private",74619,"high-school"
594,"female","native",NA,NA,NA,81003,"grade-school"
595,"female","native","yes",NA,NA,45403,"high-school"
596,"male","native","no",40,"private",131279,"high-school"
597,"male","native",NA,NA,NA,68095,"grade-school"
598,"male","native","no",NA,"private",809556,"grade-school"
599,"female","native","no",NA,NA,83437,"high-school"
600,"male","native",NA,NA,NA,54372,"grade-school"
601,"female","native","no",NA,NA,13925,"bachelor"
602,"female","native",NA,NA,NA,113985,"grade-school"
603,"female","native","no",30,"private",18544,"high-school"
604,"male","foreign","no",50,"private",49941,"high-school"
605,"female","native","no",40,"private",29515,"high-school"
606,"female","native","no",NA,NA,0,"grade-school"
607,"female","native","no",40,"public",32560,"high-school"
608,"male","native","no",NA,NA,6811,"grade-school"
609,"male","native",NA,NA,NA,20101,"grade-school"
610,"male","native","no",65,"private",543959,"grade-school"
611,"male","native","yes",NA,NA,53792,"grade-school"
612,"female","native","no",NA,NA,5648,"grade-school"
613,"male","native","no",40,"private",97276,"high-school"
614,"female","native","no",40,"private",19285,"high-school"
615,"male","native",NA,NA,NA,52499,"grade-school"
616,"female","native",NA,NA,NA,142680,"grade-school"
617,"female","native","no",40,"private",87549,"bachelor"
618,"female","native","no",50,"private",94656,"high-school"
619,"female","foreign","no",40,"private",82580,"master"
620,"male","native","yes",NA,NA,14981,"high-school"
621,"female","native","no",NA,NA,27350,"high-school"
622,"male","foreign","no",40,"private",92013,"master"
623,"male","native",NA,NA,NA,35839,"grade-school"
624,"female","native","no",NA,NA,19729,"grade-school"
625,"male","native","no",40,"charity",96542,"bachelor"
626,"female","native","no",10,"charity",6646,"bachelor"
627,"male","native","no",NA,NA,29064,"high-school"
628,"male","native","no",NA,"private",100566,"high-school"
629,"female","native","no",50,"charity",62547,"high-school"
630,"male","native","no",2,"private",97960,"high-school"
631,"male","native","no",55,"private",27577,"high-school"
632,"female","native","no",NA,NA,65595,"bachelor"
633,"female","native","no",40,"private",67835,"bachelor"
634,"male","native","no",NA,NA,3389,"high-school"
635,"female","native","no",45,"charity",496687,"high-school"
636,"female","foreign","no",40,"private",46526,"high-school"
637,"female","native",NA,NA,NA,50180,"grade-school"
638,"female","native","no",40,"public",9854,"bachelor"
639,"male","native","no",NA,NA,17070,"grade-school"
640,"male","native","no",35,"private",93507,"grade-school"
641,"female","native",NA,NA,NA,19656,"grade-school"
642,"male","native","no",NA,"public",7047,"high-school"
643,"male","native",NA,NA,NA,27961,"grade-school"
644,"male","native","no",40,"charity",164093,"master"
645,"male","native","no",NA,NA,90579,"master"
646,"female","native","no",40,"private",76077,"high-school"
647,"female","native","no",40,"private",539792,"grade-school"
648,"female","native","no",NA,NA,11250,"high-school"
649,"male","foreign","no",40,"private",39665,"high-school"
650,"male","native","no",25,"private",58585,"high-school"
651,"female","native","no",NA,NA,101655,"master"
652,"female","native","no",2,"private",70635,"master"
653,"female","native","no",NA,NA,60226,"high-school"
654,"male","native","no",40,"private",24052,"high-school"
655,"male","native","no",NA,"public",36464,"high-school"
656,"male","native",NA,NA,NA,64888,"grade-school"
657,"female","native",NA,NA,NA,246215,"grade-school"
658,"male","native","no",NA,NA,23546,"high-school"
659,"male","native","no",NA,"private",34769,"bachelor"
660,"female","foreign","no",NA,NA,219067,"high-school"
661,"female","foreign","no",40,"private",67723,"bachelor"
662,"male","native",NA,NA,NA,24066,"grade-school"
663,"female","native","no",NA,NA,78390,"high-school"
664,"female","native","no",NA,NA,6592,"high-school"
665,"female","native","no",NA,"private",85768,"high-school"
666,"male","native","no",50,"private",93663,"master"
667,"female","foreign","no",40,"private",99726,"bachelor"
668,"male","native","no",40,"private",105329,"bachelor"
669,"male","native","no",45,"private",69049,"high-school"
670,"female","native","no",NA,"private",47091,"bachelor"
671,"male","native","no",40,"private",139346,"high-school"
672,"male","native","no",50,"private",72352,"high-school"
673,"female","native",NA,NA,NA,128674,"grade-school"
674,"female","native","no",NA,NA,6989,"grade-school"
675,"male","native",NA,NA,NA,69084,"grade-school"
676,"male","native","no",40,"private",84871,"high-school"
677,"male","native","no",40,"private",30527,"high-school"
678,"female","native","no",NA,"private",79849,"high-school"
679,"female","native","no",15,"private",8027,"high-school"
680,"male","native","yes",NA,NA,15363,"grade-school"
681,"female","native",NA,NA,NA,51839,"grade-school"
682,"male","native","no",50,"private",559254,"high-school"
683,"female","native","no",NA,NA,13736,"high-school"
684,"male","native","no",NA,NA,79583,"grade-school"
685,"male","native","no",NA,NA,34885,"high-school"
686,"male","native","no",35,"private",48923,"bachelor"
687,"female","native","no",40,"private",76289,"high-school"
688,"male","native","no",NA,NA,86676,"bachelor"
689,"male","native","no",40,"private",51856,"bachelor"
690,"male","native",NA,NA,NA,12932,"grade-school"
691,"male","native","no",NA,NA,115122,"grade-school"
692,"male","native",NA,NA,NA,13255,"grade-school"
693,"female","foreign","no",NA,NA,103993,"high-school"
694,"male","native","no",40,"private",46624,"high-school"
695,"female","native","no",40,"private",34570,"high-school"
696,"female","native","no",40,"private",42490,"high-school"
697,"female","native",NA,NA,NA,6982,"grade-school"
698,"male","native","no",40,"private",42604,"high-school"
699,"male","native",NA,NA,NA,117635,"grade-school"
700,"male","native","no",NA,NA,63419,"high-school"
701,"female","native","no",25,"private",73505,"master"
702,"male","native","no",NA,NA,97163,"master"
703,"female","native","no",40,"private",45629,"master"
704,"female","native","no",36,"private",0,"high-school"
705,"female","native","no",30,"public",57928,"bachelor"
706,"male","native","no",40,"private",24200,"high-school"
707,"male","foreign","no",60,"private",442923,"doctor"
708,"female","native","no",40,"public",47267,"high-school"
709,"male","native","no",NA,NA,7480,"high-school"
710,"male","native",NA,NA,NA,108468,"grade-school"
711,"female","foreign","no",30,"private",509806,"high-school"
712,"female","native",NA,NA,NA,25520,"grade-school"
713,"male","native","no",40,"private",45560,"high-school"
714,"female","native","no",40,"private",92722,"high-school"
715,"female","native","no",45,"private",30469,"bachelor"
716,"female","native","no",40,"charity",121647,"master"
717,"female","native","no",40,"public",108945,"master"
718,"male","native","no",50,"private",87341,"master"
719,"female","native","no",NA,NA,36511,"high-school"
720,"female","native","no",40,"private",70400,"high-school"
721,"male","foreign","no",25,"charity",42033,"master"
722,"female","native","no",NA,NA,70188,"high-school"
723,"male","foreign","no",35,"private",36888,"high-school"
724,"male","native","no",NA,NA,61278,"high-school"
725,"male","native","no",50,"private",66088,"high-school"
726,"male","native",NA,NA,NA,57364,"grade-school"
727,"male","native",NA,NA,NA,39048,"grade-school"
728,"male","native",NA,NA,NA,482839,"master"
729,"female","native","no",32,"charity",54874,"high-school"
730,"male","native","no",60,"private",62938,"bachelor"
731,"male","native","no",NA,"private",80205,"grade-school"
732,"male","native","no",52,"private",46100,"bachelor"
733,"female","native","no",NA,NA,24351,"high-school"
734,"female","native","no",38,"public",85881,"high-school"
735,"female","native","no",NA,NA,27246,"high-school"
736,"female","native",NA,NA,NA,0,"grade-school"
737,"female","native","no",NA,NA,27492,"high-school"
738,"male","native","no",NA,"private",94757,"high-school"
739,"female","native","no",20,"private",28381,"high-school"
740,"female","foreign","no",40,"private",29648,"grade-school"
741,"female","native","yes",50,"private",67242,"bachelor"
742,"male","native",NA,NA,NA,29781,"grade-school"
743,"male","native",NA,NA,NA,58002,"grade-school"
744,"male","native","no",45,"private",300154,"bachelor"
745,"male","native","no",NA,NA,2861,"grade-school"
746,"female","native","no",40,"private",56902,"bachelor"
747,"female","native","no",NA,"private",46379,"high-school"
748,"female","native","no",NA,NA,3894,"high-school"
749,"female","native","no",12,"private",0,"high-school"
750,"female","foreign","no",NA,NA,82148,"grade-school"
751,"male","native","no",40,"private",143621,"bachelor"
752,"female","native","no",48,"public",282493,"high-school"
753,"male","native","no",NA,NA,29865,"high-school"
754,"male","native",NA,NA,NA,247228,"grade-school"
755,"male","native","no",NA,NA,3837,"grade-school"
756,"female","native",NA,NA,NA,15298,"grade-school"
757,"male","native",NA,NA,NA,62553,"grade-school"
758,"male","foreign","no",40,"private",68761,"high-school"
759,"male","native","yes",32,"charity",34519,"high-school"
760,"male","native","no",60,"private",468507,"master"
761,"female","foreign","no",40,"private",10337,"high-school"
762,"male","native",NA,NA,NA,37365,"grade-school"
763,"male","native",NA,NA,NA,38603,"grade-school"
764,"male","native","no",NA,NA,8805,"high-school"
765,"female","native","no",45,"private",53971,"high-school"
766,"female","native",NA,NA,NA,84290,"grade-school"
767,"male","native","no",NA,NA,337,"bachelor"
768,"male","foreign","no",40,"private",44433,"bachelor"
769,"male","native",NA,NA,NA,40653,"high-school"
770,"female","native","no",40,"private",124241,"high-school"
771,"female","native","no",40,"private",98434,"high-school"
772,"male","native","no",40,"charity",33772,"high-school"
773,"female","foreign","no",40,"private",97552,"high-school"
774,"male","native","no",40,"private",57493,"high-school"
775,"male","native",NA,NA,NA,100039,"grade-school"
776,"female","native","no",32,"private",127507,"high-school"
777,"male","native","no",40,"private",39933,"high-school"
778,"female","foreign","no",40,"private",441317,"master"
779,"male","foreign","no",40,"private",46371,"grade-school"
780,"female","native","no",NA,NA,72281,"high-school"
781,"male","native",NA,NA,NA,106221,"grade-school"
782,"female","native",NA,NA,NA,136916,"grade-school"
783,"male","native","no",NA,NA,32422,"bachelor"
784,"female","native",NA,NA,NA,27592,"grade-school"
785,"female","native",NA,NA,NA,145836,"grade-school"
786,"female","foreign","no",NA,NA,116551,"master"
787,"female","native","no",15,"private",110025,"high-school"
788,"male","native","no",70,"private",54545,"bachelor"
789,"female","native",NA,NA,NA,463426,"grade-school"
790,"male","native",NA,NA,NA,171079,"grade-school"
791,"male","native","no",40,"public",125892,"master"
792,"male","native","no",NA,NA,11207,"high-school"
793,"male","native","no",30,"private",51955,"high-school"
794,"male","native","no",NA,NA,16137,"high-school"
795,"male","foreign","no",47,"public",114019,"bachelor"
796,"male","native",NA,NA,NA,143150,"master"
797,"female","native","no",NA,NA,67267,"high-school"
798,"male","native","no",40,"private",88981,"grade-school"
799,"female","native","no",NA,NA,21759,"high-school"
800,"female","native","no",36,"charity",136667,"high-school"
801,"female","native","no",NA,NA,60725,"high-school"
802,"female","foreign","no",NA,"private",67588,"master"
803,"female","native","no",NA,"public",336817,"master"
804,"female","native","no",40,"public",41087,"bachelor"
805,"female","native","no",45,"charity",423245,"bachelor"
806,"female","native","no",40,"public",28154,"high-school"
807,"male","native","no",40,"private",134473,"high-school"
808,"male","native","no",50,"public",141501,"master"
809,"female","native","no",NA,NA,777,"high-school"
810,"male","native",NA,NA,NA,483472,"grade-school"
811,"male","native","no",40,"private",1098,"grade-school"
812,"female","native","no",40,"public",47445,"bachelor"
813,"female","native",NA,NA,NA,37616,"grade-school"
814,"female","native","no",NA,NA,48418,"high-school"
815,"male","native",NA,NA,NA,17255,"grade-school"
816,"female","foreign","no",NA,NA,25921,"doctor"
817,"female","native","no",40,"private",59260,"high-school"
818,"female","native","no",35,"public",54519,"high-school"
819,"female","native","no",NA,NA,30471,"high-school"
820,"female","native","no",40,"public",33174,"master"
821,"male","native","no",50,"private",110469,"high-school"
822,"male","native","no",40,"private",101529,"high-school"
823,"male","native","no",40,"private",92290,"doctor"
