UnRowID,SRN,cond,type,qu,rating
521,1003743,remain,dom,3,1
522,1003743,remain,dom,4,2
523,1003743,remain,dom,5,1
524,1003743,remain,dom,6,1
525,1003743,remain,dom,7,4
526,1003743,remain,dom,8,3
527,1003743,remain,dom,9,1
528,1003743,remain,dom,10,3
529,1003743,remain,dom,11,1
530,1003743,remain,dom,12,3
531,1003743,remain,dom,13,1
532,1003743,remain,dom,14,2
533,1003743,remain,dom,15,4
534,1003743,remain,dom,16,3
535,1003743,remain,auth,1,5
536,1003743,remain,auth,2,3
537,1003743,remain,auth,3,4
538,1003743,remain,auth,4,5
539,1003743,remain,auth,5,3
540,1003743,remain,auth,6,2
541,1003743,remain,auth,7,1
542,1003743,remain,auth,8,2
543,1003743,remain,auth,9,7
544,1003743,remain,auth,10,2
545,1003743,remain,auth,11,5
546,1003743,remain,auth,12,3
547,1003743,remain,auth,13,2
548,1003743,remain,auth,14,4
549,1003743,remain,auth,15,2
550,1003743,remain,auth,16,3
551,1003743,remain,auth,17,4
552,1003743,remain,auth,18,3
553,1003743,remain,auth,19,3
554,1003743,remain,auth,20,6
555,1003743,remain,auth,21,4
556,1003744,remain,dom,1,2
557,1003744,remain,dom,2,1
558,1003744,remain,dom,3,3
559,1003744,remain,dom,4,1
560,1003744,remain,dom,5,1
561,1003744,remain,dom,6,3
562,1003744,remain,dom,7,2
563,1003744,remain,dom,8,4
564,1003744,remain,dom,9,2
565,1003744,remain,dom,10,2
566,1003744,remain,dom,11,2
567,1003744,remain,dom,12,1
568,1003744,remain,dom,13,3
569,1003744,remain,dom,14,1
570,1003744,remain,dom,15,5
571,1003744,remain,dom,16,3
572,1003744,remain,auth,1,5
573,1003744,remain,auth,2,3
574,1003744,remain,auth,3,5
575,1003744,remain,auth,4,5
576,1003744,remain,auth,5,4
577,1003744,remain,auth,6,5
578,1003744,remain,auth,7,3
579,1003744,remain,auth,8,3
580,1003744,remain,auth,9,4
581,1003744,remain,auth,10,4
582,1003744,remain,auth,11,4
583,1003744,remain,auth,12,3
584,1003744,remain,auth,13,5
585,1003744,remain,auth,14,5
586,1003744,remain,auth,15,5
587,1003744,remain,auth,16,6
588,1003744,remain,auth,17,3
589,1003744,remain,auth,18,4
590,1003744,remain,auth,19,4
591,1003744,remain,auth,20,2
592,1003744,remain,auth,21,3
593,1003745,remain,dom,1,3
594,1003745,remain,dom,2,2
595,1003745,remain,dom,3,1
596,1003745,remain,dom,4,4
597,1003745,remain,dom,5,3
598,1003745,remain,dom,6,1
599,1003745,remain,dom,7,2
600,1003745,remain,dom,8,2
601,1003745,remain,dom,9,3
602,1003745,remain,dom,10,1
603,1003745,remain,dom,11,3
604,1003745,remain,dom,12,2
605,1003745,remain,dom,13,2
606,1003745,remain,dom,14,4
607,1003745,remain,dom,15,4
608,1003745,remain,dom,16,4
609,1003745,remain,auth,1,5
610,1003745,remain,auth,2,4
611,1003745,remain,auth,3,3
612,1003745,remain,auth,4,3
613,1003745,remain,auth,5,4
614,1003745,remain,auth,6,1
615,1003745,remain,auth,7,3
616,1003745,remain,auth,8,4
617,1003745,remain,auth,9,2
618,1003745,remain,auth,10,3
619,1003745,remain,auth,11,5
620,1003745,remain,auth,12,4
621,1003745,remain,auth,13,1
622,1003745,remain,auth,14,1
623,1003745,remain,auth,15,4
624,1003745,remain,auth,16,3
625,1003745,remain,auth,17,4
626,1003745,remain,auth,18,1
627,1003745,remain,auth,19,5
628,1003745,remain,auth,20,3
629,1003745,remain,auth,21,1
630,1003746,remain,dom,1,4
631,1003746,remain,dom,2,1
632,1003746,remain,dom,3,1
633,1003746,remain,dom,4,2
634,1003746,remain,dom,5,1
635,1003746,remain,dom,6,4
636,1003746,remain,dom,7,3
637,1003746,remain,dom,8,1
638,1003746,remain,dom,9,4
639,1003746,remain,dom,10,4
640,1003746,remain,dom,11,3
641,1003746,remain,dom,12,4
642,1003746,remain,dom,13,2
643,1003746,remain,dom,14,3
644,1003746,remain,dom,15,3
645,1003746,remain,dom,16,3
646,1003746,remain,auth,1,4
647,1003746,remain,auth,2,4
648,1003746,remain,auth,3,3
649,1003746,remain,auth,4,2
650,1003746,remain,auth,5,4
651,1003746,remain,auth,6,4
652,1003746,remain,auth,7,4
653,1003746,remain,auth,8,3
654,1003746,remain,auth,9,4
655,1003746,remain,auth,10,3
656,1003746,remain,auth,11,4
657,1003746,remain,auth,12,4
658,1003746,remain,auth,13,3
659,1003746,remain,auth,14,4
660,1003746,remain,auth,15,4
661,1003746,remain,auth,16,5
662,1003746,remain,auth,17,4
663,1003746,remain,auth,18,4
664,1003746,remain,auth,19,2
665,1003746,remain,auth,20,6
666,1003746,remain,auth,21,6
667,1003747,remain,dom,1,3
668,1003747,remain,dom,2,3
669,1003747,remain,dom,3,1
670,1003747,remain,dom,4,1
671,1003747,remain,dom,5,2
672,1003747,remain,dom,6,3
673,1003747,remain,dom,7,4
674,1003747,remain,dom,8,1
675,1003747,remain,dom,9,2
676,1003747,remain,dom,10,2
677,1003747,remain,dom,11,2
678,1003747,remain,dom,12,2
679,1003747,remain,dom,13,3
680,1003747,remain,dom,14,3
681,1003747,remain,dom,15,5
682,1003747,remain,dom,16,2
683,1003747,remain,auth,1,1
684,1003747,remain,auth,2,4
685,1003747,remain,auth,3,3
686,1003747,remain,auth,4,4
687,1003747,remain,auth,5,2
688,1003747,remain,auth,6,4
689,1003747,remain,auth,7,4
690,1003747,remain,auth,8,4
691,1003747,remain,auth,9,4
692,1003747,remain,auth,10,3
693,1003747,remain,auth,11,5
694,1003747,remain,auth,12,4
695,1003747,remain,auth,13,5
696,1003747,remain,auth,14,3
697,1003747,remain,auth,15,4
698,1003747,remain,auth,16,6
699,1003747,remain,auth,17,2
700,1003747,remain,auth,18,4
701,1003747,remain,auth,19,4
702,1003747,remain,auth,20,4
703,1003747,remain,auth,21,5
704,1003748,remain,dom,1,2
705,1003748,remain,dom,2,2
706,1003748,remain,dom,3,1
707,1003748,remain,dom,4,1
708,1003748,remain,dom,5,1
709,1003748,remain,dom,6,4
710,1003748,remain,dom,7,4
711,1003748,remain,dom,8,2
712,1003748,remain,dom,9,1
713,1003748,remain,dom,10,3
714,1003748,remain,dom,11,2
715,1003748,remain,dom,12,1
716,1003748,remain,dom,13,2
717,1003748,remain,dom,14,3
718,1003748,remain,dom,15,1
719,1003748,remain,dom,16,4
720,1003748,remain,auth,1,4
721,1003748,remain,auth,2,5
722,1003748,remain,auth,3,4
723,1003748,remain,auth,4,4
724,1003748,remain,auth,5,1
725,1003748,remain,auth,6,5
726,1003748,remain,auth,7,2
727,1003748,remain,auth,8,4
728,1003748,remain,auth,9,5
729,1003748,remain,auth,10,2
730,1003748,remain,auth,11,3
731,1003748,remain,auth,12,3
732,1003748,remain,auth,13,5
733,1003748,remain,auth,14,3
734,1003748,remain,auth,15,2
735,1003748,remain,auth,16,1
736,1003748,remain,auth,17,4
737,1003748,remain,auth,18,4
738,1003748,remain,auth,19,4
739,1003748,remain,auth,20,2
740,1003748,remain,auth,21,3
741,1003749,remain,dom,1,1
742,1003749,remain,dom,2,1
743,1003749,remain,dom,3,1
744,1003749,remain,dom,4,2
745,1003749,remain,dom,5,4
746,1003749,remain,dom,6,2
747,1003749,remain,dom,7,6
748,1003749,remain,dom,8,3
749,1003749,remain,dom,9,3
750,1003749,remain,dom,10,3
751,1003749,remain,dom,11,3
752,1003749,remain,dom,12,2
753,1003749,remain,dom,13,2
754,1003749,remain,dom,14,1
755,1003749,remain,dom,15,2
756,1003749,remain,dom,16,1
757,1003749,remain,auth,1,5
758,1003749,remain,auth,2,2
759,1003749,remain,auth,3,3
760,1003749,remain,auth,4,6
761,1003749,remain,auth,5,4
762,1003749,remain,auth,6,6
763,1003749,remain,auth,7,5
764,1003749,remain,auth,8,3
765,1003749,remain,auth,9,3
766,1003749,remain,auth,10,2
767,1003749,remain,auth,11,3
768,1003749,remain,auth,12,6
769,1003749,remain,auth,13,5
770,1003749,remain,auth,14,3
771,1003749,remain,auth,15,4
772,1003749,remain,auth,16,3
773,1003749,remain,auth,17,3
774,1003749,remain,auth,18,3
775,1003749,remain,auth,19,5
776,1003749,remain,auth,20,4
777,1003749,remain,auth,21,5
778,1003750,remain,dom,1,4
779,1003750,remain,dom,2,3
780,1003750,remain,dom,3,1
781,1003750,remain,dom,4,2
782,1003750,remain,dom,5,1
783,1003750,remain,dom,6,2
784,1003750,remain,dom,7,3
785,1003750,remain,dom,8,3
786,1003750,remain,dom,9,2
787,1003750,remain,dom,10,2
788,1003750,remain,dom,11,4
789,1003750,remain,dom,12,3
790,1003750,remain,dom,13,1
791,1003750,remain,dom,14,3
792,1003750,remain,dom,15,1
793,1003750,remain,dom,16,1
794,1003750,remain,auth,1,4
795,1003750,remain,auth,2,4
796,1003750,remain,auth,3,4
797,1003750,remain,auth,4,4
798,1003750,remain,auth,5,5
799,1003750,remain,auth,6,2
800,1003750,remain,auth,7,3
801,1003750,remain,auth,8,4
802,1003750,remain,auth,9,4
803,1003750,remain,auth,10,5
804,1003750,remain,auth,11,5
805,1003750,remain,auth,12,4
806,1003750,remain,auth,13,5
807,1003750,remain,auth,14,4
808,1003750,remain,auth,15,5
809,1003750,remain,auth,16,3
810,1003750,remain,auth,17,3
811,1003750,remain,auth,18,3
812,1003750,remain,auth,19,4
813,1003750,remain,auth,20,5
814,1003750,remain,auth,21,4
815,1003751,remain,dom,1,1
816,1003751,remain,dom,2,3
817,1003751,remain,dom,3,2
818,1003751,remain,dom,4,2
819,1003751,remain,dom,5,1
820,1003751,remain,dom,6,2
821,1003751,remain,dom,7,2
822,1003751,remain,dom,8,3
823,1003751,remain,dom,9,3
824,1003751,remain,dom,10,2
825,1003751,remain,dom,11,4
826,1003751,remain,dom,12,2
827,1003751,remain,dom,13,2
828,1003751,remain,dom,14,1
829,1003751,remain,dom,15,2
830,1003751,remain,dom,16,3
831,1003751,remain,auth,1,5
832,1003751,remain,auth,2,4
833,1003751,remain,auth,3,4
834,1003751,remain,auth,4,5
835,1003751,remain,auth,5,4
836,1003751,remain,auth,6,5
837,1003751,remain,auth,7,6
838,1003751,remain,auth,8,4
839,1003751,remain,auth,9,4
840,1003751,remain,auth,10,7
841,1003751,remain,auth,11,4
842,1003751,remain,auth,12,6
843,1003751,remain,auth,13,5
844,1003751,remain,auth,14,5
845,1003751,remain,auth,15,4
846,1003751,remain,auth,16,4
847,1003751,remain,auth,17,5
848,1003751,remain,auth,18,6
849,1003751,remain,auth,19,4
850,1003751,remain,auth,20,4
851,1003751,remain,auth,21,6
852,1003752,remain,dom,1,3
853,1003752,remain,dom,2,2
854,1003752,remain,dom,3,1
855,1003752,remain,dom,4,1
856,1003752,remain,dom,5,4
857,1003752,remain,dom,6,3
858,1003752,remain,dom,7,3
859,1003752,remain,dom,8,2
860,1003752,remain,dom,9,1
861,1003752,remain,dom,10,3
862,1003752,remain,dom,11,3
863,1003752,remain,dom,12,2
864,1003752,remain,dom,13,2
865,1003752,remain,dom,14,2
866,1003752,remain,dom,15,2
867,1003752,remain,dom,16,4
868,1003752,remain,auth,1,3
869,1003752,remain,auth,2,5
870,1003752,remain,auth,3,5
