UnRowID,SRN,cond,type,qu,rating
1670,1003774,remain,dom,5,1
1671,1003774,remain,dom,6,2
1672,1003774,remain,dom,7,2
1673,1003774,remain,dom,8,1
1674,1003774,remain,dom,9,2
1675,1003774,remain,dom,10,3
1676,1003774,remain,dom,11,2
1677,1003774,remain,dom,12,2
1678,1003774,remain,dom,13,3
1679,1003774,remain,dom,14,2
1680,1003774,remain,dom,15,4
1681,1003774,remain,dom,16,3
1682,1003774,remain,auth,1,3
1683,1003774,remain,auth,2,4
1684,1003774,remain,auth,3,5
1685,1003774,remain,auth,4,4
1686,1003774,remain,auth,5,3
1687,1003774,remain,auth,6,4
1688,1003774,remain,auth,7,3
1689,1003774,remain,auth,8,1
1690,1003774,remain,auth,9,3
1691,1003774,remain,auth,10,3
1692,1003774,remain,auth,11,1
1693,1003774,remain,auth,12,2
1694,1003774,remain,auth,13,5
1695,1003774,remain,auth,14,3
1696,1003774,remain,auth,15,4
1697,1003774,remain,auth,16,3
1698,1003774,remain,auth,17,4
1699,1003774,remain,auth,18,3
1700,1003774,remain,auth,19,4
1701,1003774,remain,auth,20,2
1702,1003774,remain,auth,21,4
1703,1003775,remain,dom,1,3
1704,1003775,remain,dom,2,3
1705,1003775,remain,dom,3,1
1706,1003775,remain,dom,4,3
1707,1003775,remain,dom,5,3
1708,1003775,remain,dom,6,2
1709,1003775,remain,dom,7,4
1710,1003775,remain,dom,8,3
1711,1003775,remain,dom,9,1
1712,1003775,remain,dom,10,1
1713,1003775,remain,dom,11,2
1714,1003775,remain,dom,12,2
1715,1003775,remain,dom,13,4
1716,1003775,remain,dom,14,4
1717,1003775,remain,dom,15,3
1718,1003775,remain,dom,16,2
1719,1003775,remain,auth,1,4
1720,1003775,remain,auth,2,3
1721,1003775,remain,auth,3,1
1722,1003775,remain,auth,4,1
1723,1003775,remain,auth,5,5
1724,1003775,remain,auth,6,5
1725,1003775,remain,auth,7,6
1726,1003775,remain,auth,8,5
1727,1003775,remain,auth,9,4
1728,1003775,remain,auth,10,4
1729,1003775,remain,auth,11,5
1730,1003775,remain,auth,12,3
1731,1003775,remain,auth,13,4
1732,1003775,remain,auth,14,3
1733,1003775,remain,auth,15,4
1734,1003775,remain,auth,16,1
1735,1003775,remain,auth,17,3
1736,1003775,remain,auth,18,4
1737,1003775,remain,auth,19,3
1738,1003775,remain,auth,20,4
1739,1003775,remain,auth,21,3
1740,1003776,remain,dom,1,4
1741,1003776,remain,dom,2,2
1742,1003776,remain,dom,3,2
1743,1003776,remain,dom,4,1
1744,1003776,remain,dom,5,3
1745,1003776,remain,dom,6,1
1746,1003776,remain,dom,7,2
1747,1003776,remain,dom,8,2
1748,1003776,remain,dom,9,3
1749,1003776,remain,dom,10,3
1750,1003776,remain,dom,11,4
1751,1003776,remain,dom,12,2
1752,1003776,remain,dom,13,2
1753,1003776,remain,dom,14,2
1754,1003776,remain,dom,15,3
1755,1003776,remain,dom,16,4
1756,1003776,remain,auth,1,6
1757,1003776,remain,auth,2,3
1758,1003776,remain,auth,3,3
1759,1003776,remain,auth,4,5
1760,1003776,remain,auth,5,6
1761,1003776,remain,auth,6,5
1762,1003776,remain,auth,7,6
1763,1003776,remain,auth,8,3
1764,1003776,remain,auth,9,4
1765,1003776,remain,auth,10,4
1766,1003776,remain,auth,11,3
1767,1003776,remain,auth,12,1
1768,1003776,remain,auth,13,4
1769,1003776,remain,auth,14,5
1770,1003776,remain,auth,15,4
1771,1003776,remain,auth,16,1
1772,1003776,remain,auth,17,7
1773,1003776,remain,auth,18,4
1774,1003776,remain,auth,19,4
1775,1003776,remain,auth,20,4
1776,1003776,remain,auth,21,3
1777,1003777,remain,dom,1,6
1778,1003777,remain,dom,2,1
1779,1003777,remain,dom,3,2
1780,1003777,remain,dom,4,3
1781,1003777,remain,dom,5,4
1782,1003777,remain,dom,6,3
1783,1003777,remain,dom,7,2
1784,1003777,remain,dom,8,3
1785,1003777,remain,dom,9,3
1786,1003777,remain,dom,10,1
1787,1003777,remain,dom,11,4
1788,1003777,remain,dom,12,3
1789,1003777,remain,dom,13,3
1790,1003777,remain,dom,14,3
1791,1003777,remain,dom,15,2
1792,1003777,remain,dom,16,3
1793,1003777,remain,auth,1,4
1794,1003777,remain,auth,2,3
1795,1003777,remain,auth,3,3
1796,1003777,remain,auth,4,2
1797,1003777,remain,auth,5,3
1798,1003777,remain,auth,6,3
1799,1003777,remain,auth,7,6
1800,1003777,remain,auth,8,5
1801,1003777,remain,auth,9,5
1802,1003777,remain,auth,10,3
1803,1003777,remain,auth,11,4
1804,1003777,remain,auth,12,5
1805,1003777,remain,auth,13,3
1806,1003777,remain,auth,14,3
1807,1003777,remain,auth,15,4
1808,1003777,remain,auth,16,4
1809,1003777,remain,auth,17,3
1810,1003777,remain,auth,18,1
1811,1003777,remain,auth,19,4
1812,1003777,remain,auth,20,4
1813,1003777,remain,auth,21,4
1814,1003778,remain,dom,1,5
1815,1003778,remain,dom,2,3
1816,1003778,remain,dom,3,3
1817,1003778,remain,dom,4,3
1818,1003778,remain,dom,5,2
1819,1003778,remain,dom,6,3
1820,1003778,remain,dom,7,2
1821,1003778,remain,dom,8,1
1822,1003778,remain,dom,9,3
1823,1003778,remain,dom,10,3
1824,1003778,remain,dom,11,1
1825,1003778,remain,dom,12,2
1826,1003778,remain,dom,13,3
1827,1003778,remain,dom,14,2
1828,1003778,remain,dom,15,1
1829,1003778,remain,dom,16,3
1830,1003778,remain,auth,1,2
1831,1003778,remain,auth,2,5
1832,1003778,remain,auth,3,2
1833,1003778,remain,auth,4,4
1834,1003778,remain,auth,5,3
1835,1003778,remain,auth,6,3
1836,1003778,remain,auth,7,3
1837,1003778,remain,auth,8,4
1838,1003778,remain,auth,9,3
1839,1003778,remain,auth,10,5
1840,1003778,remain,auth,11,2
1841,1003778,remain,auth,12,5
1842,1003778,remain,auth,13,5
1843,1003778,remain,auth,14,3
1844,1003778,remain,auth,15,2
1845,1003778,remain,auth,16,4
1846,1003778,remain,auth,17,2
1847,1003778,remain,auth,18,3
1848,1003778,remain,auth,19,7
1849,1003778,remain,auth,20,3
1850,1003778,remain,auth,21,3
1851,1003779,remain,dom,1,1
1852,1003779,remain,dom,2,3
1853,1003779,remain,dom,3,4
1854,1003779,remain,dom,4,2
1855,1003779,remain,dom,5,3
1856,1003779,remain,dom,6,2
1857,1003779,remain,dom,7,5
1858,1003779,remain,dom,8,2
1859,1003779,remain,dom,9,5
1860,1003779,remain,dom,10,3
1861,1003779,remain,dom,11,3
1862,1003779,remain,dom,12,3
1863,1003779,remain,dom,13,3
1864,1003779,remain,dom,14,4
1865,1003779,remain,dom,15,2
1866,1003779,remain,dom,16,2
1867,1003779,remain,auth,1,5
1868,1003779,remain,auth,2,1
1869,1003779,remain,auth,3,4
1870,1003779,remain,auth,4,3
1871,1003779,remain,auth,5,6
1872,1003779,remain,auth,6,6
1873,1003779,remain,auth,7,5
1874,1003779,remain,auth,8,4
1875,1003779,remain,auth,9,6
1876,1003779,remain,auth,10,5
1877,1003779,remain,auth,11,5
1878,1003779,remain,auth,12,3
1879,1003779,remain,auth,13,3
1880,1003779,remain,auth,14,5
1881,1003779,remain,auth,15,5
1882,1003779,remain,auth,16,3
1883,1003779,remain,auth,17,2
1884,1003779,remain,auth,18,3
1885,1003779,remain,auth,19,3
1886,1003779,remain,auth,20,3
1887,1003779,remain,auth,21,3
1888,1003780,remain,dom,1,3
1889,1003780,remain,dom,2,2
1890,1003780,remain,dom,3,3
1891,1003780,remain,dom,4,3
1892,1003780,remain,dom,5,3
1893,1003780,remain,dom,6,3
1894,1003780,remain,dom,7,3
1895,1003780,remain,dom,8,1
1896,1003780,remain,dom,9,4
1897,1003780,remain,dom,10,2
1898,1003780,remain,dom,11,2
1899,1003780,remain,dom,12,3
1900,1003780,remain,dom,13,3
1901,1003780,remain,dom,14,4
1902,1003780,remain,dom,15,2
1903,1003780,remain,dom,16,2
1904,1003780,remain,auth,1,4
1905,1003780,remain,auth,2,4
1906,1003780,remain,auth,3,2
1907,1003780,remain,auth,4,4
1908,1003780,remain,auth,5,7
1909,1003780,remain,auth,6,5
1910,1003780,remain,auth,7,4
1911,1003780,remain,auth,8,4
1912,1003780,remain,auth,9,6
1913,1003780,remain,auth,10,5
1914,1003780,remain,auth,11,5
1915,1003780,remain,auth,12,2
1916,1003780,remain,auth,13,5
1917,1003780,remain,auth,14,1
1918,1003780,remain,auth,15,3
1919,1003780,remain,auth,16,5
1920,1003780,remain,auth,17,3
1921,1003780,remain,auth,18,3
1922,1003780,remain,auth,19,4
1923,1003780,remain,auth,20,6
1924,1003780,remain,auth,21,4
1925,1003781,remain,dom,1,1
1926,1003781,remain,dom,2,2
1927,1003781,remain,dom,3,3
1928,1003781,remain,dom,4,4
1929,1003781,remain,dom,5,4
1930,1003781,remain,dom,6,1
1931,1003781,remain,dom,7,2
1932,1003781,remain,dom,8,1
1933,1003781,remain,dom,9,3
1934,1003781,remain,dom,10,3
1935,1003781,remain,dom,11,2
1936,1003781,remain,dom,12,4
1937,1003781,remain,dom,13,1
1938,1003781,remain,dom,14,4
1939,1003781,remain,dom,15,2
1940,1003781,remain,dom,16,3
1941,1003781,remain,auth,1,6
1942,1003781,remain,auth,2,4
1943,1003781,remain,auth,3,4
1944,1003781,remain,auth,4,3
1945,1003781,remain,auth,5,4
1946,1003781,remain,auth,6,4
1947,1003781,remain,auth,7,5
1948,1003781,remain,auth,8,4
1949,1003781,remain,auth,9,6
1950,1003781,remain,auth,10,2
1951,1003781,remain,auth,11,5
1952,1003781,remain,auth,12,4
1953,1003781,remain,auth,13,6
1954,1003781,remain,auth,14,3
1955,1003781,remain,auth,15,4
1956,1003781,remain,auth,16,5
1957,1003781,remain,auth,17,4
1958,1003781,remain,auth,18,5
1959,1003781,remain,auth,19,3
1960,1003781,remain,auth,20,5
1961,1003781,remain,auth,21,5
1962,1003782,remain,dom,1,4
1963,1003782,remain,dom,2,3
1964,1003782,remain,dom,3,3
1965,1003782,remain,dom,4,1
1966,1003782,remain,dom,5,3
1967,1003782,remain,dom,6,2
1968,1003782,remain,dom,7,4
1969,1003782,remain,dom,8,2
1970,1003782,remain,dom,9,4
1971,1003782,remain,dom,10,4
1972,1003782,remain,dom,11,1
1973,1003782,remain,dom,12,1
1974,1003782,remain,dom,13,4
1975,1003782,remain,dom,14,4
1976,1003782,remain,dom,15,1
1977,1003782,remain,dom,16,5
1978,1003782,remain,auth,1,3
1979,1003782,remain,auth,2,4
1980,1003782,remain,auth,3,4
1981,1003782,remain,auth,4,5
1982,1003782,remain,auth,5,2
1983,1003782,remain,auth,6,1
1984,1003782,remain,auth,7,2
1985,1003782,remain,auth,8,3
1986,1003782,remain,auth,9,6
1987,1003782,remain,auth,10,5
1988,1003782,remain,auth,11,3
1989,1003782,remain,auth,12,7
1990,1003782,remain,auth,13,5
1991,1003782,remain,auth,14,5
1992,1003782,remain,auth,15,4
1993,1003782,remain,auth,16,3
1994,1003782,remain,auth,17,3
1995,1003782,remain,auth,18,3
1996,1003782,remain,auth,19,5
1997,1003782,remain,auth,20,1
1998,1003782,remain,auth,21,4
1999,1003783,remain,dom,1,3
2000,1003783,remain,dom,2,2
2001,1003783,remain,dom,3,3
2002,1003783,remain,dom,4,1
2003,1003783,remain,dom,5,5
2004,1003783,remain,dom,6,5
2005,1003783,remain,dom,7,2
2006,1003783,remain,dom,8,5
2007,1003783,remain,dom,9,3
2008,1003783,remain,dom,10,4
2009,1003783,remain,dom,11,4
2010,1003783,remain,dom,12,2
2011,1003783,remain,dom,13,4
2012,1003783,remain,dom,14,3
2013,1003783,remain,dom,15,2
2014,1003783,remain,dom,16,3
2015,1003783,remain,auth,1,7
2016,1003783,remain,auth,2,5
2017,1003783,remain,auth,3,5
2018,1003783,remain,auth,4,4
2019,1003783,remain,auth,5,3
2020,1003783,remain,auth,6,4
2021,1003783,remain,auth,7,2
2022,1003783,remain,auth,8,5
2023,1003783,remain,auth,9,3
2024,1003783,remain,auth,10,4
2025,1003783,remain,auth,11,4
2026,1003783,remain,auth,12,3
2027,1003783,remain,auth,13,4
2028,1003783,remain,auth,14,3
2029,1003783,remain,auth,15,5
2030,1003783,remain,auth,16,4
2031,1003783,remain,auth,17,7
2032,1003783,remain,auth,18,5
2033,1003783,remain,auth,19,2
2034,1003783,remain,auth,20,3
2035,1003783,remain,auth,21,3
2036,1003784,remain,dom,1,3
2037,1003784,remain,dom,2,2
2038,1003784,remain,dom,3,6
2039,1003784,remain,dom,4,2
2040,1003784,remain,dom,5,3
2041,1003784,remain,dom,6,4
2042,1003784,remain,dom,7,4
2043,1003784,remain,dom,8,1
2044,1003784,remain,dom,9,2
2045,1003784,remain,dom,10,2
2046,1003784,remain,dom,11,2
2047,1003784,remain,dom,12,5
2048,1003784,remain,dom,13,3
2049,1003784,remain,dom,14,1
2050,1003784,remain,dom,15,3
2051,1003784,remain,dom,16,1
2052,1003784,remain,auth,1,6
2053,1003784,remain,auth,2,4
2054,1003784,remain,auth,3,4
2055,1003784,remain,auth,4,2
2056,1003784,remain,auth,5,5
2057,1003784,remain,auth,6,3
2058,1003784,remain,auth,7,3
2059,1003784,remain,auth,8,4
2060,1003784,remain,auth,9,3
2061,1003784,remain,auth,10,3
2062,1003784,remain,auth,11,4
2063,1003784,remain,auth,12,4
2064,1003784,remain,auth,13,3
2065,1003784,remain,auth,14,4
2066,1003784,remain,auth,15,4
2067,1003784,remain,auth,16,5
2068,1003784,remain,auth,17,5
2069,1003784,remain,auth,18,3
2070,1003784,remain,auth,19,6
2071,1003784,remain,auth,20,6
2072,1003784,remain,auth,21,4
2073,1003785,remain,dom,1,4
2074,1003785,remain,dom,2,3
2075,1003785,remain,dom,3,1
2076,1003785,remain,dom,4,5
2077,1003785,remain,dom,5,2
2078,1003785,remain,dom,6,3
2079,1003785,remain,dom,7,2
2080,1003785,remain,dom,8,1
2081,1003785,remain,dom,9,1
2082,1003785,remain,dom,10,2
2083,1003785,remain,dom,11,3
2084,1003785,remain,dom,12,2
2085,1003785,remain,dom,13,3
2086,1003785,remain,dom,14,2
2087,1003785,remain,dom,15,4
2088,1003785,remain,dom,16,3
2089,1003785,remain,auth,1,4
2090,1003785,remain,auth,2,5
2091,1003785,remain,auth,3,2
2092,1003785,remain,auth,4,3
2093,1003785,remain,auth,5,5
2094,1003785,remain,auth,6,6
2095,1003785,remain,auth,7,4
2096,1003785,remain,auth,8,2
2097,1003785,remain,auth,9,5
2098,1003785,remain,auth,10,4
2099,1003785,remain,auth,11,4
2100,1003785,remain,auth,12,4
2101,1003785,remain,auth,13,3
2102,1003785,remain,auth,14,3
2103,1003785,remain,auth,15,5
2104,1003785,remain,auth,16,4
2105,1003785,remain,auth,17,2
2106,1003785,remain,auth,18,3
2107,1003785,remain,auth,19,3
2108,1003785,remain,auth,20,4
2109,1003785,remain,auth,21,2
2110,1003786,remain,dom,1,2
2111,1003786,remain,dom,2,2
2112,1003786,remain,dom,3,6
2113,1003786,remain,dom,4,3
2114,1003786,remain,dom,5,3
2115,1003786,remain,dom,6,3
2116,1003786,remain,dom,7,3
2117,1003786,remain,dom,8,3
2118,1003786,remain,dom,9,3
2119,1003786,remain,dom,10,4
2120,1003786,remain,dom,11,3
2121,1003786,remain,dom,12,2
2122,1003786,remain,dom,13,2
2123,1003786,remain,dom,14,3
2124,1003786,remain,dom,15,4
2125,1003786,remain,dom,16,2
2126,1003786,remain,auth,1,4
2127,1003786,remain,auth,2,4
2128,1003786,remain,auth,3,2
2129,1003786,remain,auth,4,4
2130,1003786,remain,auth,5,4
2131,1003786,remain,auth,6,2
2132,1003786,remain,auth,7,5
2133,1003786,remain,auth,8,3
2134,1003786,remain,auth,9,6
2135,1003786,remain,auth,10,4
2136,1003786,remain,auth,11,3
2137,1003786,remain,auth,12,4
2138,1003786,remain,auth,13,5
2139,1003786,remain,auth,14,2
2140,1003786,remain,auth,15,3
2141,1003786,remain,auth,16,4
2142,1003786,remain,auth,17,3
2143,1003786,remain,auth,18,5
2144,1003786,remain,auth,19,3
2145,1003786,remain,auth,20,3
2146,1003786,remain,auth,21,4
2147,1003787,remain,dom,1,2
2148,1003787,remain,dom,2,1
2149,1003787,remain,dom,3,2
2150,1003787,remain,dom,4,2
2151,1003787,remain,dom,5,2
2152,1003787,remain,dom,6,2
2153,1003787,remain,dom,7,3
2154,1003787,remain,dom,8,1
2155,1003787,remain,dom,9,2
2156,1003787,remain,dom,10,2
2157,1003787,remain,dom,11,4
2158,1003787,remain,dom,12,3
2159,1003787,remain,dom,13,1
2160,1003787,remain,dom,14,4
2161,1003787,remain,dom,15,2
2162,1003787,remain,dom,16,3
2163,1003787,remain,auth,1,6
2164,1003787,remain,auth,2,2
2165,1003787,remain,auth,3,5
2166,1003787,remain,auth,4,4
2167,1003787,remain,auth,5,4
2168,1003787,remain,auth,6,4
2169,1003787,remain,auth,7,3
2170,1003787,remain,auth,8,5
2171,1003787,remain,auth,9,4
2172,1003787,remain,auth,10,5
2173,1003787,remain,auth,11,5
2174,1003787,remain,auth,12,2
2175,1003787,remain,auth,13,3
2176,1003787,remain,auth,14,4
2177,1003787,remain,auth,15,3
2178,1003787,remain,auth,16,3
2179,1003787,remain,auth,17,4
2180,1003787,remain,auth,18,3
2181,1003787,remain,auth,19,4
2182,1003787,remain,auth,20,6
2183,1003787,remain,auth,21,5
2184,1003788,remain,dom,1,2
2185,1003788,remain,dom,2,3
2186,1003788,remain,dom,3,3
2187,1003788,remain,dom,4,1
2188,1003788,remain,dom,5,1
2189,1003788,remain,dom,6,1
2190,1003788,remain,dom,7,3
2191,1003788,remain,dom,8,3
2192,1003788,remain,dom,9,2
2193,1003788,remain,dom,10,1
2194,1003788,remain,dom,11,1
2195,1003788,remain,dom,12,2
2196,1003788,remain,dom,13,1
2197,1003788,remain,dom,14,3
2198,1003788,remain,dom,15,3
2199,1003788,remain,dom,16,1
2200,1003788,remain,auth,1,3
2201,1003788,remain,auth,2,4
2202,1003788,remain,auth,3,5
2203,1003788,remain,auth,4,3
2204,1003788,remain,auth,5,4
2205,1003788,remain,auth,6,4
2206,1003788,remain,auth,7,5
2207,1003788,remain,auth,8,4
2208,1003788,remain,auth,9,2
2209,1003788,remain,auth,10,4
2210,1003788,remain,auth,11,3
2211,1003788,remain,auth,12,3
2212,1003788,remain,auth,13,5
2213,1003788,remain,auth,14,3
2214,1003788,remain,auth,15,3
2215,1003788,remain,auth,16,4
2216,1003788,remain,auth,17,3
2217,1003788,remain,auth,18,4
2218,1003788,remain,auth,19,6
2219,1003788,remain,auth,20,4
2220,1003788,remain,auth,21,3
2221,1003789,remain,dom,1,2
2222,1003789,remain,dom,2,4
2223,1003789,remain,dom,3,2
2224,1003789,remain,dom,4,2
2225,1003789,remain,dom,5,2
2226,1003789,remain,dom,6,1
2227,1003789,remain,dom,7,1
2228,1003789,remain,dom,8,3
2229,1003789,remain,dom,9,3
2230,1003789,remain,dom,10,5
2231,1003789,remain,dom,11,2
2232,1003789,remain,dom,12,3
2233,1003789,remain,dom,13,1
2234,1003789,remain,dom,14,1
2235,1003789,remain,dom,15,1
2236,1003789,remain,dom,16,2
2237,1003789,remain,auth,1,2
2238,1003789,remain,auth,2,2
2239,1003789,remain,auth,3,5
2240,1003789,remain,auth,4,7
2241,1003789,remain,auth,5,3
2242,1003789,remain,auth,6,4
2243,1003789,remain,auth,7,5
2244,1003789,remain,auth,8,4
2245,1003789,remain,auth,9,6
2246,1003789,remain,auth,10,4
2247,1003789,remain,auth,11,4
2248,1003789,remain,auth,12,4
2249,1003789,remain,auth,13,4
2250,1003789,remain,auth,14,4
2251,1003789,remain,auth,15,3
2252,1003789,remain,auth,16,4
2253,1003789,remain,auth,17,3
2254,1003789,remain,auth,18,4
2255,1003789,remain,auth,19,2
2256,1003789,remain,auth,20,5
2257,1003789,remain,auth,21,4
2258,1003790,remain,dom,1,2
2259,1003790,remain,dom,2,1
2260,1003790,remain,dom,3,3
2261,1003790,remain,dom,4,2
2262,1003790,remain,dom,5,4
2263,1003790,remain,dom,6,4
2264,1003790,remain,dom,7,4
2265,1003790,remain,dom,8,2
2266,1003790,remain,dom,9,2
2267,1003790,remain,dom,10,2
2268,1003790,remain,dom,11,4
2269,1003790,remain,dom,12,3
2270,1003790,remain,dom,13,4
2271,1003790,remain,dom,14,3
2272,1003790,remain,dom,15,4
2273,1003790,remain,dom,16,1
2274,1003790,remain,auth,1,2
2275,1003790,remain,auth,2,3
2276,1003790,remain,auth,3,4
2277,1003790,remain,auth,4,4
2278,1003790,remain,auth,5,4
2279,1003790,remain,auth,6,3
2280,1003790,remain,auth,7,5
2281,1003790,remain,auth,8,6
2282,1003790,remain,auth,9,3
2283,1003790,remain,auth,10,3
2284,1003790,remain,auth,11,3
2285,1003790,remain,auth,12,2
2286,1003790,remain,auth,13,4
2287,1003790,remain,auth,14,2
2288,1003790,remain,auth,15,4
2289,1003790,remain,auth,16,5
2290,1003790,remain,auth,17,3
2291,1003790,remain,auth,18,5
2292,1003790,remain,auth,19,4
2293,1003790,remain,auth,20,4
2294,1003790,remain,auth,21,5
2295,1003791,remain,dom,1,3
2296,1003791,remain,dom,2,3
2297,1003791,remain,dom,3,2
2298,1003791,remain,dom,4,4
2299,1003791,remain,dom,5,2
2300,1003791,remain,dom,6,1
2301,1003791,remain,dom,7,5
2302,1003791,remain,dom,8,3
2303,1003791,remain,dom,9,3
2304,1003791,remain,dom,10,4
2305,1003791,remain,dom,11,1
2306,1003791,remain,dom,12,3
2307,1003791,remain,dom,13,4
2308,1003791,remain,dom,14,4
2309,1003791,remain,dom,15,4
2310,1003791,remain,dom,16,1
2311,1003791,remain,auth,1,5
2312,1003791,remain,auth,2,6
2313,1003791,remain,auth,3,2
2314,1003791,remain,auth,4,4
2315,1003791,remain,auth,5,4
2316,1003791,remain,auth,6,6
2317,1003791,remain,auth,7,3
2318,1003791,remain,auth,8,6
2319,1003791,remain,auth,9,4
2320,1003791,remain,auth,10,2
2321,1003791,remain,auth,11,4
2322,1003791,remain,auth,12,3
2323,1003791,remain,auth,13,3
2324,1003791,remain,auth,14,4
2325,1003791,remain,auth,15,1
2326,1003791,remain,auth,16,4
2327,1003791,remain,auth,17,3
2328,1003791,remain,auth,18,4
2329,1003791,remain,auth,19,6
2330,1003791,remain,auth,20,4
2331,1003791,remain,auth,21,4
2332,1003792,remain,dom,1,3
2333,1003792,remain,dom,2,3
2334,1003792,remain,dom,3,3
2335,1003792,remain,dom,4,2
2336,1003792,remain,dom,5,1
2337,1003792,remain,dom,6,2
2338,1003792,remain,dom,7,3
2339,1003792,remain,dom,8,3
2340,1003792,remain,dom,9,2
2341,1003792,remain,dom,10,3
2342,1003792,remain,dom,11,4
2343,1003792,remain,dom,12,2
2344,1003792,remain,dom,13,2
2345,1003792,remain,dom,14,3
2346,1003792,remain,dom,15,3
2347,1003792,remain,dom,16,2
2348,1003792,remain,auth,1,4
2349,1003792,remain,auth,2,2
2350,1003792,remain,auth,3,4
2351,1003792,remain,auth,4,6
2352,1003792,remain,auth,5,3
2353,1003792,remain,auth,6,4
2354,1003792,remain,auth,7,3
2355,1003792,remain,auth,8,3
2356,1003792,remain,auth,9,4
2357,1003792,remain,auth,10,5
2358,1003792,remain,auth,11,3
2359,1003792,remain,auth,12,4
2360,1003792,remain,auth,13,5
2361,1003792,remain,auth,14,5
2362,1003792,remain,auth,15,4
2363,1003792,remain,auth,16,4
2364,1003792,remain,auth,17,7
2365,1003792,remain,auth,18,4
2366,1003792,remain,auth,19,2
2367,1003792,remain,auth,20,3
2368,1003792,remain,auth,21,1
2369,1003793,remain,dom,1,2
2370,1003793,remain,dom,2,1
2371,1003793,remain,dom,3,2
2372,1003793,remain,dom,4,2
2373,1003793,remain,dom,5,5
2374,1003793,remain,dom,6,2
2375,1003793,remain,dom,7,2
2376,1003793,remain,dom,8,1
2377,1003793,remain,dom,9,5
2378,1003793,remain,dom,10,1
2379,1003793,remain,dom,11,1
2380,1003793,remain,dom,12,2
2381,1003793,remain,dom,13,1
2382,1003793,remain,dom,14,3
2383,1003793,remain,dom,15,1
2384,1003793,remain,dom,16,4
2385,1003793,remain,auth,1,5
2386,1003793,remain,auth,2,3
2387,1003793,remain,auth,3,4
2388,1003793,remain,auth,4,3
2389,1003793,remain,auth,5,5
2390,1003793,remain,auth,6,5
2391,1003793,remain,auth,7,3
2392,1003793,remain,auth,8,4
2393,1003793,remain,auth,9,3
2394,1003793,remain,auth,10,6
2395,1003793,remain,auth,11,4
2396,1003793,remain,auth,12,4
2397,1003793,remain,auth,13,4
2398,1003793,remain,auth,14,4
2399,1003793,remain,auth,15,3
2400,1003793,remain,auth,16,2
2401,1003793,remain,auth,17,4
2402,1003793,remain,auth,18,4
2403,1003793,remain,auth,19,4
2404,1003793,remain,auth,20,4
2405,1003793,remain,auth,21,6
2406,1003794,remain,dom,1,5
2407,1003794,remain,dom,2,1
2408,1003794,remain,dom,3,4
2409,1003794,remain,dom,4,5
2410,1003794,remain,dom,5,3
2411,1003794,remain,dom,6,3
2412,1003794,remain,dom,7,3
2413,1003794,remain,dom,8,2
2414,1003794,remain,dom,9,3
2415,1003794,remain,dom,10,1
2416,1003794,remain,dom,11,3
2417,1003794,remain,dom,12,3
2418,1003794,remain,dom,13,3
2419,1003794,remain,dom,14,4
2420,1003794,remain,dom,15,3
2421,1003794,remain,dom,16,2
2422,1003794,remain,auth,1,4
2423,1003794,remain,auth,2,3
2424,1003794,remain,auth,3,4
2425,1003794,remain,auth,4,4
2426,1003794,remain,auth,5,3
2427,1003794,remain,auth,6,4
2428,1003794,remain,auth,7,6
2429,1003794,remain,auth,8,3
2430,1003794,remain,auth,9,3
2431,1003794,remain,auth,10,4
2432,1003794,remain,auth,11,5
2433,1003794,remain,auth,12,1
2434,1003794,remain,auth,13,3
2435,1003794,remain,auth,14,5
2436,1003794,remain,auth,15,5
2437,1003794,remain,auth,16,5
2438,1003794,remain,auth,17,2
2439,1003794,remain,auth,18,5
2440,1003794,remain,auth,19,3
2441,1003794,remain,auth,20,5
2442,1003794,remain,auth,21,5
2443,1003795,remain,dom,1,1
2444,1003795,remain,dom,2,2
2445,1003795,remain,dom,3,2
2446,1003795,remain,dom,4,2
2447,1003795,remain,dom,5,4
2448,1003795,remain,dom,6,5
2449,1003795,remain,dom,7,2
2450,1003795,remain,dom,8,3
2451,1003795,remain,dom,9,3
2452,1003795,remain,dom,10,3
2453,1003795,remain,dom,11,3
2454,1003795,remain,dom,12,1
2455,1003795,remain,dom,13,1
2456,1003795,remain,dom,14,7
2457,1003795,remain,dom,15,1
2458,1003795,remain,dom,16,2
2459,1003795,remain,auth,1,4
2460,1003795,remain,auth,2,4
2461,1003795,remain,auth,3,5
2462,1003795,remain,auth,4,3
2463,1003795,remain,auth,5,5
2464,1003795,remain,auth,6,5
2465,1003795,remain,auth,7,6
2466,1003795,remain,auth,8,5
2467,1003795,remain,auth,9,5
2468,1003795,remain,auth,10,4
2469,1003795,remain,auth,11,3
2470,1003795,remain,auth,12,4
2471,1003795,remain,auth,13,3
2472,1003795,remain,auth,14,4
2473,1003795,remain,auth,15,4
2474,1003795,remain,auth,16,4
2475,1003795,remain,auth,17,4
2476,1003795,remain,auth,18,1
2477,1003795,remain,auth,19,3
2478,1003795,remain,auth,20,2
2479,1003795,remain,auth,21,5
2480,1003796,remain,dom,1,2
2481,1003796,remain,dom,2,5
2482,1003796,remain,dom,3,1
2483,1003796,remain,dom,4,3
2484,1003796,remain,dom,5,2
2485,1003796,remain,dom,6,1
2486,1003796,remain,dom,7,4
2487,1003796,remain,dom,8,2
2488,1003796,remain,dom,9,3
2489,1003796,remain,dom,10,3
2490,1003796,remain,dom,11,2
2491,1003796,remain,dom,12,4
